data_source,nid,file_path,Country,type_of_additional,Group,Site,Year,Prev,N
report,157140,J:\DATA\MWI\HIV_SYPHILIS_SERO_SURVEY\MWI_HIV_SYPHILIS_SERO_SURVEY_2003_REP_Y2014M07D18.PDF,MWI,4,Northern Region,Mbalachanda HC,1996,5.9,102
report,157140,J:\DATA\MWI\HIV_SYPHILIS_SERO_SURVEY\MWI_HIV_SYPHILIS_SERO_SURVEY_2003_REP_Y2014M07D18.PDF,MWI,2,Northern Region,Mbalachanda HC,1998,3.3,100
report,157140,J:\DATA\MWI\HIV_SYPHILIS_SERO_SURVEY\MWI_HIV_SYPHILIS_SERO_SURVEY_2003_REP_Y2014M07D18.PDF,MWI,2,Southern Region,Mianga HC,1992,6.2,100
report,157140,J:\DATA\MWI\HIV_SYPHILIS_SERO_SURVEY\MWI_HIV_SYPHILIS_SERO_SURVEY_2003_REP_Y2014M07D18.PDF,MWI,2,Southern Region,Mianga HC,1993,16.5,100
report,157140,J:\DATA\MWI\HIV_SYPHILIS_SERO_SURVEY\MWI_HIV_SYPHILIS_SERO_SURVEY_2003_REP_Y2014M07D18.PDF,MWI,2,Southern Region,Mianga HC,1995,12,100
report,157140,J:\DATA\MWI\HIV_SYPHILIS_SERO_SURVEY\MWI_HIV_SYPHILIS_SERO_SURVEY_2003_REP_Y2014M07D18.PDF,MWI,2,Southern Region,Mianga HC,1996,10.8,100
report,157140,J:\DATA\MWI\HIV_SYPHILIS_SERO_SURVEY\MWI_HIV_SYPHILIS_SERO_SURVEY_2003_REP_Y2014M07D18.PDF,MWI,4,Northern Region,Mzuzu,1995,18.5,400
report,157140,J:\DATA\MWI\HIV_SYPHILIS_SERO_SURVEY\MWI_HIV_SYPHILIS_SERO_SURVEY_2003_REP_Y2014M07D18.PDF,MWI,4,Northern Region,Mzuzu,1996,21.4,397
report,157140,J:\DATA\MWI\HIV_SYPHILIS_SERO_SURVEY\MWI_HIV_SYPHILIS_SERO_SURVEY_2003_REP_Y2014M07D18.PDF,MWI,2,Northern Region,Mzuzu,1999,23.3,500
report,157140,J:\DATA\MWI\HIV_SYPHILIS_SERO_SURVEY\MWI_HIV_SYPHILIS_SERO_SURVEY_2003_REP_Y2014M07D18.PDF,MWI,2,Northern Region,Nkhatabay,1996,16,400
report,157140,J:\DATA\MWI\HIV_SYPHILIS_SERO_SURVEY\MWI_HIV_SYPHILIS_SERO_SURVEY_2003_REP_Y2014M07D18.PDF,MWI,2,Northern Region,Nkhatabay,2003,24.1,522
report,157140,J:\DATA\MWI\HIV_SYPHILIS_SERO_SURVEY\MWI_HIV_SYPHILIS_SERO_SURVEY_2003_REP_Y2014M07D18.PDF,MWI,2,Southern Region,Nsanje,1994,21,200
report,157140,J:\DATA\MWI\HIV_SYPHILIS_SERO_SURVEY\MWI_HIV_SYPHILIS_SERO_SURVEY_2003_REP_Y2014M07D18.PDF,MWI,4,Southern Region,Nsanje,1995,9.6,251
report,157140,J:\DATA\MWI\HIV_SYPHILIS_SERO_SURVEY\MWI_HIV_SYPHILIS_SERO_SURVEY_2003_REP_Y2014M07D18.PDF,MWI,4,Southern Region,Nsanje,1996,17.2,250
report,157140,J:\DATA\MWI\HIV_SYPHILIS_SERO_SURVEY\MWI_HIV_SYPHILIS_SERO_SURVEY_2003_REP_Y2014M07D18.PDF,MWI,5,Southern Region,Nsanje,1999,26,427
report,157140,J:\DATA\MWI\HIV_SYPHILIS_SERO_SURVEY\MWI_HIV_SYPHILIS_SERO_SURVEY_2003_REP_Y2014M07D18.PDF,MWI,2,Southern Region,Nsanje,2003,32.9,511
report,157140,J:\DATA\MWI\HIV_SYPHILIS_SERO_SURVEY\MWI_HIV_SYPHILIS_SERO_SURVEY_2003_REP_Y2014M07D18.PDF,MWI,4,Central Region,Ntcheu,1995,16.8,250
report,157140,J:\DATA\MWI\HIV_SYPHILIS_SERO_SURVEY\MWI_HIV_SYPHILIS_SERO_SURVEY_2003_REP_Y2014M07D18.PDF,MWI,2,Central Region,Ntcheu,1996,24,400
report,157140,J:\DATA\MWI\HIV_SYPHILIS_SERO_SURVEY\MWI_HIV_SYPHILIS_SERO_SURVEY_2003_REP_Y2014M07D18.PDF,MWI,2,Central Region,Ntcheu,1999,33,500
report,157140,J:\DATA\MWI\HIV_SYPHILIS_SERO_SURVEY\MWI_HIV_SYPHILIS_SERO_SURVEY_2003_REP_Y2014M07D18.PDF,MWI,2,Central Region,Thonje HC,1992,2.4,100
report,157140,J:\DATA\MWI\HIV_SYPHILIS_SERO_SURVEY\MWI_HIV_SYPHILIS_SERO_SURVEY_2003_REP_Y2014M07D18.PDF,MWI,2,Central Region,Thonje HC,1993,2.8,100
report,157140,J:\DATA\MWI\HIV_SYPHILIS_SERO_SURVEY\MWI_HIV_SYPHILIS_SERO_SURVEY_2003_REP_Y2014M07D18.PDF,MWI,4,Central Region,Thonje HC,1995,4.7,150
report,157140,J:\DATA\MWI\HIV_SYPHILIS_SERO_SURVEY\MWI_HIV_SYPHILIS_SERO_SURVEY_2003_REP_Y2014M07D18.PDF,MWI,4,Central Region,Thonje HC,1996,4.7,150
report,238529,J:\DATA\Incoming Data\HIV Surveillance Reports (UNAIDS)\HIV Surveillance Reports (from UNAIDS)\HIV Surveillance Reports (from UNAIDS)\SubSahAf\SouthAfricaNatlAntenalHIVSyphilisPrevSurvey2010.pdf,ZAF,3,GP,West Rand DM,2010,33.21,584
report,238529,J:\DATA\Incoming Data\HIV Surveillance Reports (UNAIDS)\HIV Surveillance Reports (from UNAIDS)\HIV Surveillance Reports (from UNAIDS)\SubSahAf\SouthAfricaNatlAntenalHIVSyphilisPrevSurvey2010.pdf,ZAF,5,KZN,Amajuba DM,2010,39.5,407
report,238529,J:\DATA\Incoming Data\HIV Surveillance Reports (UNAIDS)\HIV Surveillance Reports (from UNAIDS)\HIV Surveillance Reports (from UNAIDS)\SubSahAf\SouthAfricaNatlAntenalHIVSyphilisPrevSurvey2010.pdf,ZAF,2,NC,Namakwa DM,2009,0,68
report,309567,J:\DATA\NAM\NATIONAL_HIV_SENTINEL_SURVEY\2008\NAM_NATIONAL_HIV_SENTINEL_SURVEY_2008_REP_QUEST_Y2017M07D19.PDF,NAM,3,Kunene,Khorixas,2008,10.9,147
report,309567,J:\DATA\NAM\NATIONAL_HIV_SENTINEL_SURVEY\2008\NAM_NATIONAL_HIV_SENTINEL_SURVEY_2008_REP_QUEST_Y2017M07D19.PDF,NAM,3,Omusati,Outapi,2008,19.6,280
report,316592,J:\DATA\ETH\AIDS_IN_ETHIOPIA_REPORT\ETH_AIDS_IN_ETHIOPIA_2004_Y2014M04D25.PDF,ETH,1,,Adama HC,2001,18.7,400
report,316592,J:\DATA\ETH\AIDS_IN_ETHIOPIA_REPORT\ETH_AIDS_IN_ETHIOPIA_2004_Y2014M04D25.PDF,ETH,1,,Adama HC,2002,16,400
report,316592,J:\DATA\ETH\AIDS_IN_ETHIOPIA_REPORT\ETH_AIDS_IN_ETHIOPIA_2004_Y2014M04D25.PDF,ETH,1,,Adama HC,2003,10.8,400
report,316592,J:\DATA\ETH\AIDS_IN_ETHIOPIA_REPORT\ETH_AIDS_IN_ETHIOPIA_2004_Y2014M04D25.PDF,ETH,2,Rural,Agam HC,2003,3.4,400
report,316592,J:\DATA\ETH\AIDS_IN_ETHIOPIA_REPORT\ETH_AIDS_IN_ETHIOPIA_2004_Y2014M04D25.PDF,ETH,2,Rural,Attat Hospital,1999,4,500
report,316592,J:\DATA\ETH\AIDS_IN_ETHIOPIA_REPORT\ETH_AIDS_IN_ETHIOPIA_2004_Y2014M04D25.PDF,ETH,2,Rural,Attat Hospital,2001,1.5,500
report,316592,J:\DATA\ETH\AIDS_IN_ETHIOPIA_REPORT\ETH_AIDS_IN_ETHIOPIA_2004_Y2014M04D25.PDF,ETH,2,Rural,Attat Hospital,2002,2.3,500
report,316592,J:\DATA\ETH\AIDS_IN_ETHIOPIA_REPORT\ETH_AIDS_IN_ETHIOPIA_2004_Y2014M04D25.PDF,ETH,2,Rural,Attat Hospital,2003,1.8,500
report,316592,J:\DATA\ETH\AIDS_IN_ETHIOPIA_REPORT\ETH_AIDS_IN_ETHIOPIA_2004_Y2014M04D25.PDF,ETH,1,,Ayra Hosp,1999,2,400
report,316592,J:\DATA\ETH\AIDS_IN_ETHIOPIA_REPORT\ETH_AIDS_IN_ETHIOPIA_2004_Y2014M04D25.PDF,ETH,1,,Ayra Hosp,2001,2.6,400
report,316592,J:\DATA\ETH\AIDS_IN_ETHIOPIA_REPORT\ETH_AIDS_IN_ETHIOPIA_2004_Y2014M04D25.PDF,ETH,1,,Ayra Hosp,2002,2,400
report,316592,J:\DATA\ETH\AIDS_IN_ETHIOPIA_REPORT\ETH_AIDS_IN_ETHIOPIA_2004_Y2014M04D25.PDF,ETH,1,,Ayra Hosp,2003,0.5,400
report,316592,J:\DATA\ETH\AIDS_IN_ETHIOPIA_REPORT\ETH_AIDS_IN_ETHIOPIA_2004_Y2014M04D25.PDF,ETH,1,,Ayuba (Arsi),1992,0.2,400
report,316592,J:\DATA\ETH\AIDS_IN_ETHIOPIA_REPORT\ETH_AIDS_IN_ETHIOPIA_2004_Y2014M04D25.PDF,ETH,1,,Beneste,1992,2,300
report,316592,J:\DATA\ETH\AIDS_IN_ETHIOPIA_REPORT\ETH_AIDS_IN_ETHIOPIA_2004_Y2014M04D25.PDF,ETH,2,Rural,Chencha Hospital,2003,3.2,400
report,316592,J:\DATA\ETH\AIDS_IN_ETHIOPIA_REPORT\ETH_AIDS_IN_ETHIOPIA_2004_Y2014M04D25.PDF,ETH,2,Rural,Chiri HC,2003,2.5,400
report,316592,J:\DATA\ETH\AIDS_IN_ETHIOPIA_REPORT\ETH_AIDS_IN_ETHIOPIA_2004_Y2014M04D25.PDF,ETH,1,,Dadim Clinic,2001,1.7,400
report,316592,J:\DATA\ETH\AIDS_IN_ETHIOPIA_REPORT\ETH_AIDS_IN_ETHIOPIA_2004_Y2014M04D25.PDF,ETH,1,,Dadim Clinic,2002,0.9,400
report,316592,J:\DATA\ETH\AIDS_IN_ETHIOPIA_REPORT\ETH_AIDS_IN_ETHIOPIA_2004_Y2014M04D25.PDF,ETH,1,,Dadim Clinic,2003,1,400
report,316592,J:\DATA\ETH\AIDS_IN_ETHIOPIA_REPORT\ETH_AIDS_IN_ETHIOPIA_2004_Y2014M04D25.PDF,ETH,2,Rural,Debate HC,2003,5,400
report,316592,J:\DATA\ETH\AIDS_IN_ETHIOPIA_REPORT\ETH_AIDS_IN_ETHIOPIA_2004_Y2014M04D25.PDF,ETH,1,,Ginir Hosp,2001,3.1,400
report,316592,J:\DATA\ETH\AIDS_IN_ETHIOPIA_REPORT\ETH_AIDS_IN_ETHIOPIA_2004_Y2014M04D25.PDF,ETH,2,Rural,Kelafo HC,2002,1.8,400
report,316592,J:\DATA\ETH\AIDS_IN_ETHIOPIA_REPORT\ETH_AIDS_IN_ETHIOPIA_2004_Y2014M04D25.PDF,ETH,1,,Raytu (Bale),1992,1,400
report,316592,J:\DATA\ETH\AIDS_IN_ETHIOPIA_REPORT\ETH_AIDS_IN_ETHIOPIA_2004_Y2014M04D25.PDF,ETH,2,Rural,Sheko HC,2003,4.1,400
report,316592,J:\DATA\ETH\AIDS_IN_ETHIOPIA_REPORT\ETH_AIDS_IN_ETHIOPIA_2004_Y2014M04D25.PDF,ETH,2,Rural,Teza HC,2003,2.3,400
report,321555,J:\DATA\UGA\HIV_AIDS_SURVEILLANCE_REPORT\UGA_HIV_AIDS_SURVEILLANCE_REPORT_2003_Y2017M11D07.PDF,UGA,5,Rural,"""Lwala Hosp (%) (%)""",1995,8.7,300
report,321555,J:\DATA\UGA\HIV_AIDS_SURVEILLANCE_REPORT\UGA_HIV_AIDS_SURVEILLANCE_REPORT_2003_Y2017M11D07.PDF,UGA,5,Rural,"""Lwala Hosp (%) (%)""",1996,7.7,300
report,321955,J:\DATA\UGA\HIV_AIDS_SURVEILLANCE_REPORT\UGA_HIV_AIDS_SURVEILLANCE_REPORT_2003_Y2017M11D07.PDF,UGA,5,Urban,"""Rubaga Hosp (%) (%)""",1991,27.4,300
report,321955,J:\DATA\UGA\HIV_AIDS_SURVEILLANCE_REPORT\UGA_HIV_AIDS_SURVEILLANCE_REPORT_2003_Y2017M11D07.PDF,UGA,3,Urban,"""Rubaga Hosp (%) (%)""",1996,15.1,300
report,321955,J:\DATA\UGA\HIV_AIDS_SURVEILLANCE_REPORT\UGA_HIV_AIDS_SURVEILLANCE_REPORT_2003_Y2017M11D07.PDF,UGA,2,Rural,"""Nyakibaale Hosp (%) (%)""",2003,0,300
report,321955,J:\DATA\UGA\HIV_AIDS_SURVEILLANCE_REPORT\UGA_HIV_AIDS_SURVEILLANCE_REPORT_2003_Y2017M11D07.PDF,UGA,5,Urban,"""Arua Hosp (%) (%)""",1993,4.4,300
report,321955,J:\DATA\UGA\HIV_AIDS_SURVEILLANCE_REPORT\UGA_HIV_AIDS_SURVEILLANCE_REPORT_2003_Y2017M11D07.PDF,UGA,4,Urban,"""Jinja Hosp (%) (%)""",1996,14.8,300
report,321955,J:\DATA\UGA\HIV_AIDS_SURVEILLANCE_REPORT\UGA_HIV_AIDS_SURVEILLANCE_REPORT_2003_Y2017M11D07.PDF,UGA,2,Rural,"""Kitgum Hosp (%) (%)""",2007,7.2,300
report,321955,J:\DATA\UGA\HIV_AIDS_SURVEILLANCE_REPORT\UGA_HIV_AIDS_SURVEILLANCE_REPORT_2003_Y2017M11D07.PDF,UGA,4,Rural,"""Mutolere Hosp (%) (%)""",2005,4.7,337
report,321955,J:\DATA\UGA\HIV_AIDS_SURVEILLANCE_REPORT\UGA_HIV_AIDS_SURVEILLANCE_REPORT_2003_Y2017M11D07.PDF,UGA,4,Rural,"""Masindi Hosp (%) (%)""",2005,7.8,593
report,321955,J:\DATA\UGA\HIV_AIDS_SURVEILLANCE_REPORT\UGA_HIV_AIDS_SURVEILLANCE_REPORT_2003_Y2017M11D07.PDF,UGA,2,Rural,"""Matany Hosp (%) (%)""",2003,0,300
report,321955,J:\DATA\UGA\HIV_AIDS_SURVEILLANCE_REPORT\UGA_HIV_AIDS_SURVEILLANCE_REPORT_2003_Y2017M11D07.PDF,UGA,2,Rural,"""Matany Hosp (%) (%)""",2004,0,300
report,321955,J:\DATA\UGA\HIV_AIDS_SURVEILLANCE_REPORT\UGA_HIV_AIDS_SURVEILLANCE_REPORT_2003_Y2017M11D07.PDF,UGA,2,Rural,"""Matany Hosp (%) (%)""",2005,0,300
report,321955,J:\DATA\UGA\HIV_AIDS_SURVEILLANCE_REPORT\UGA_HIV_AIDS_SURVEILLANCE_REPORT_2003_Y2017M11D07.PDF,UGA,2,Rural,"""Matany Hosp (%) (%)""",2006,5.9,300
report,321955,J:\DATA\UGA\HIV_AIDS_SURVEILLANCE_REPORT\UGA_HIV_AIDS_SURVEILLANCE_REPORT_2003_Y2017M11D07.PDF,UGA,2,Rural,"""Matany Hosp (%) (%)""",2009,3.8,300
report,321955,J:\DATA\UGA\HIV_AIDS_SURVEILLANCE_REPORT\UGA_HIV_AIDS_SURVEILLANCE_REPORT_2003_Y2017M11D07.PDF,UGA,34,Rural,"""Kilembe Hosp (%) (%)""",2009,6.3,304
report,321955,J:\DATA\UGA\HIV_AIDS_SURVEILLANCE_REPORT\UGA_HIV_AIDS_SURVEILLANCE_REPORT_2003_Y2017M11D07.PDF,UGA,2,Rural,"""Pallisa Hosp (%) (%)""",1992,7.6,300
report,321955,J:\DATA\UGA\HIV_AIDS_SURVEILLANCE_REPORT\UGA_HIV_AIDS_SURVEILLANCE_REPORT_2003_Y2017M11D07.PDF,UGA,2,Rural,"""Pallisa Hosp (%) (%)""",1993,5,300
report,321955,J:\DATA\UGA\HIV_AIDS_SURVEILLANCE_REPORT\UGA_HIV_AIDS_SURVEILLANCE_REPORT_2003_Y2017M11D07.PDF,UGA,2,Rural,"""Pallisa Hosp (%) (%)""",1994,1.2,300
report,321955,J:\DATA\UGA\HIV_AIDS_SURVEILLANCE_REPORT\UGA_HIV_AIDS_SURVEILLANCE_REPORT_2003_Y2017M11D07.PDF,UGA,2,Rural,"""Pallisa Hosp (%) (%)""",1997,3.2,300
report,321955,J:\DATA\UGA\HIV_AIDS_SURVEILLANCE_REPORT\UGA_HIV_AIDS_SURVEILLANCE_REPORT_2003_Y2017M11D07.PDF,UGA,2,Rural,"""Pallisa Hosp (%) (%)""",1998,2.6,300
report,321955,J:\DATA\UGA\HIV_AIDS_SURVEILLANCE_REPORT\UGA_HIV_AIDS_SURVEILLANCE_REPORT_2003_Y2017M11D07.PDF,UGA,2,Rural,"""Pallisa Hosp (%) (%)""",1999,3.2,300
report,321955,J:\DATA\UGA\HIV_AIDS_SURVEILLANCE_REPORT\UGA_HIV_AIDS_SURVEILLANCE_REPORT_2003_Y2017M11D07.PDF,UGA,2,Rural,"""Pallisa Hosp (%) (%)""",2000,3.8,300
report,321955,J:\DATA\UGA\HIV_AIDS_SURVEILLANCE_REPORT\UGA_HIV_AIDS_SURVEILLANCE_REPORT_2003_Y2017M11D07.PDF,UGA,2,Rural,"""Pallisa Hosp (%) (%)""",2001,3.7,300
report,321955,J:\DATA\UGA\HIV_AIDS_SURVEILLANCE_REPORT\UGA_HIV_AIDS_SURVEILLANCE_REPORT_2003_Y2017M11D07.PDF,UGA,5,Urban,"""Nsambya Hospital (%) (%)""",2005,7.5,813
report,321955,J:\DATA\UGA\HIV_AIDS_SURVEILLANCE_REPORT\UGA_HIV_AIDS_SURVEILLANCE_REPORT_2003_Y2017M11D07.PDF,UGA,5,Rural,"""Nyakibaale Hosp (%) (%)""",2007,7.1,635
report,321955,J:\DATA\UGA\HIV_AIDS_SURVEILLANCE_REPORT\UGA_HIV_AIDS_SURVEILLANCE_REPORT_2003_Y2017M11D07.PDF,UGA,2,Rural,"""Kaabong hosp (%) (%)""",2006,12,300
report,321955,J:\DATA\UGA\HIV_AIDS_SURVEILLANCE_REPORT\UGA_HIV_AIDS_SURVEILLANCE_REPORT_2003_Y2017M11D07.PDF,UGA,2,Rural,"""Kaabong hosp (%) (%)""",2005,0,300
report,321955,J:\DATA\UGA\HIV_AIDS_SURVEILLANCE_REPORT\UGA_HIV_AIDS_SURVEILLANCE_REPORT_2003_Y2017M11D07.PDF,UGA,2,Rural,Kyangwali HC,2009,2.9,341
report,321955,J:\DATA\UGA\HIV_AIDS_SURVEILLANCE_REPORT\UGA_HIV_AIDS_SURVEILLANCE_REPORT_2003_Y2017M11D07.PDF,UGA,2,Rural,Rwekubo HC,2009,5.6,620
report,347096,J:\DATA\AGO\HIV_AIDS_STI_SURVEILLANCE\SERRANO_HIV_HEP_B_SYPHILIS_PREVALENCE_TABLE_1_2_PERSONAL_COMMUNICATION_Y2017M12D21.PDF,AGO,2,Urban,CMI Benguela - Benguela,2001,2.6,500
report,347096,J:\DATA\AGO\HIV_AIDS_STI_SURVEILLANCE\SERRANO_HIV_HEP_B_SYPHILIS_PREVALENCE_TABLE_1_2_PERSONAL_COMMUNICATION_Y2017M12D21.PDF,AGO,2,Urban,CMI Benguela - Benguela,2002,3.2,500
report,347096,J:\DATA\AGO\HIV_AIDS_STI_SURVEILLANCE\SERRANO_HIV_HEP_B_SYPHILIS_PREVALENCE_TABLE_1_2_PERSONAL_COMMUNICATION_Y2017M12D21.PDF,AGO,2,Urban,CMI Cabinda - Cabinda,1992,6.8,500
report,347096,J:\DATA\AGO\HIV_AIDS_STI_SURVEILLANCE\SERRANO_HIV_HEP_B_SYPHILIS_PREVALENCE_TABLE_1_2_PERSONAL_COMMUNICATION_Y2017M12D21.PDF,AGO,2,Urban,CMI Cabinda - Cabinda,1993,7.2,500
report,347096,J:\DATA\AGO\HIV_AIDS_STI_SURVEILLANCE\SERRANO_HIV_HEP_B_SYPHILIS_PREVALENCE_TABLE_1_2_PERSONAL_COMMUNICATION_Y2017M12D21.PDF,AGO,2,Urban,CMI Cabinda - Cabinda,1994,7.2,500
report,347096,J:\DATA\AGO\HIV_AIDS_STI_SURVEILLANCE\SERRANO_HIV_HEP_B_SYPHILIS_PREVALENCE_TABLE_1_2_PERSONAL_COMMUNICATION_Y2017M12D21.PDF,AGO,2,Urban,CMI Cabinda - Cabinda,1995,5.5,500
report,347096,J:\DATA\AGO\HIV_AIDS_STI_SURVEILLANCE\SERRANO_HIV_HEP_B_SYPHILIS_PREVALENCE_TABLE_1_2_PERSONAL_COMMUNICATION_Y2017M12D21.PDF,AGO,2,Urban,CMI Cabinda - Cabinda,1996,8.5,500
report,347096,J:\DATA\AGO\HIV_AIDS_STI_SURVEILLANCE\SERRANO_HIV_HEP_B_SYPHILIS_PREVALENCE_TABLE_1_2_PERSONAL_COMMUNICATION_Y2017M12D21.PDF,AGO,2,Urban,CMI Cabinda - Cabinda,1997,8,500
report,347096,J:\DATA\AGO\HIV_AIDS_STI_SURVEILLANCE\SERRANO_HIV_HEP_B_SYPHILIS_PREVALENCE_TABLE_1_2_PERSONAL_COMMUNICATION_Y2017M12D21.PDF,AGO,2,Urban,CMI Saurimo - L-Sul,2002,1.5,500
report,347096,J:\DATA\AGO\HIV_AIDS_STI_SURVEILLANCE\SERRANO_HIV_HEP_B_SYPHILIS_PREVALENCE_TABLE_1_2_PERSONAL_COMMUNICATION_Y2017M12D21.PDF,AGO,2,Urban,CS Ritondo - Malange,2002,0.8,500
report,347096,J:\DATA\AGO\HIV_AIDS_STI_SURVEILLANCE\SERRANO_HIV_HEP_B_SYPHILIS_PREVALENCE_TABLE_1_2_PERSONAL_COMMUNICATION_Y2017M12D21.PDF,AGO,2,Urban,Mat do Lubango - Huila,2001,4.4,500
report,347096,J:\DATA\AGO\HIV_AIDS_STI_SURVEILLANCE\SERRANO_HIV_HEP_B_SYPHILIS_PREVALENCE_TABLE_1_2_PERSONAL_COMMUNICATION_Y2017M12D21.PDF,AGO,2,Urban,Mat do Lubango - Huila,2002,1.4,500
report,347096,J:\DATA\AGO\HIV_AIDS_STI_SURVEILLANCE\SERRANO_HIV_HEP_B_SYPHILIS_PREVALENCE_TABLE_1_2_PERSONAL_COMMUNICATION_Y2017M12D21.PDF,AGO,2,Urban,Mat. Lucrecia Paim -Luanda,1986,0.3,500
report,347096,J:\DATA\AGO\HIV_AIDS_STI_SURVEILLANCE\SERRANO_HIV_HEP_B_SYPHILIS_PREVALENCE_TABLE_1_2_PERSONAL_COMMUNICATION_Y2017M12D21.PDF,AGO,2,Urban,Mat. Lucrecia Paim -Luanda,1992,0.7,500
report,347096,J:\DATA\AGO\HIV_AIDS_STI_SURVEILLANCE\SERRANO_HIV_HEP_B_SYPHILIS_PREVALENCE_TABLE_1_2_PERSONAL_COMMUNICATION_Y2017M12D21.PDF,AGO,2,Urban,Mat. Lucrecia Paim -Luanda,1995,1.2,500
report,347096,J:\DATA\AGO\HIV_AIDS_STI_SURVEILLANCE\SERRANO_HIV_HEP_B_SYPHILIS_PREVALENCE_TABLE_1_2_PERSONAL_COMMUNICATION_Y2017M12D21.PDF,AGO,2,Urban,Mat. Lucrecia Paim -Luanda,1999,3.4,500
report,347096,J:\DATA\AGO\HIV_AIDS_STI_SURVEILLANCE\SERRANO_HIV_HEP_B_SYPHILIS_PREVALENCE_TABLE_1_2_PERSONAL_COMMUNICATION_Y2017M12D21.PDF,AGO,2,Urban,Mat. Lucrecia Paim -Luanda,2001,8.6,500
report,347109,J:\DATA\AGO\HIV_AIDS_STI_SURVEILLANCE\SERRANO_HIV_HEP_B_SYPHILIS_PREVALENCE_TABLE_1_2_PERSONAL_COMMUNICATION_Y2017M12D21.PDF,AGO,2,Urban,CS  Hoji ya Henda - Luanda,2002,2.6,500
report,347109,J:\DATA\AGO\HIV_AIDS_STI_SURVEILLANCE\SERRANO_HIV_HEP_B_SYPHILIS_PREVALENCE_TABLE_1_2_PERSONAL_COMMUNICATION_Y2017M12D21.PDF,AGO,2,Urban,CS Asa Branca - Luanda,2002,3.24,500
report,347109,J:\DATA\AGO\HIV_AIDS_STI_SURVEILLANCE\SERRANO_HIV_HEP_B_SYPHILIS_PREVALENCE_TABLE_1_2_PERSONAL_COMMUNICATION_Y2017M12D21.PDF,AGO,2,Urban,H Kilamba Kiaxi - Luanda ,2002,3.01,498
report,347109,J:\DATA\AGO\HIV_AIDS_STI_SURVEILLANCE\SERRANO_HIV_HEP_B_SYPHILIS_PREVALENCE_TABLE_1_2_PERSONAL_COMMUNICATION_Y2017M12D21.PDF,AGO,2,Urban,Mat Ngangula - Luanda (C S Sambizanga),2002,8.02,499
report,347109,J:\DATA\AGO\HIV_AIDS_STI_SURVEILLANCE\SERRANO_HIV_HEP_B_SYPHILIS_PREVALENCE_TABLE_1_2_PERSONAL_COMMUNICATION_Y2017M12D21.PDF,AGO,2,Urban,Mat. Lucrecia Paim -Luanda,2002,5.05,495
report,347119,J:\DATA\BEN\HIV_AIDS_STD_SURVEILLANCE_REPORT\BEN_HIV_AIDS_MSM_SURVEILLANCE_1999_Y2017M12D21.PDF,BEN,2,TOTAL,Parakou,1997,3.7,619
report,347119,J:\DATA\BEN\HIV_AIDS_STD_SURVEILLANCE_REPORT\BEN_HIV_AIDS_MSM_SURVEILLANCE_1999_Y2017M12D21.PDF,BEN,2,TOTAL,Savalou,1997,8.2,561
report,347143,J:\DATA\BEN\HIV_AIDS_STD_SURVEILLANCE_REPORT\BEN_HIV_AIDS_STD_SURVEILLANCE_2001_Y2017M12D27.PDF,BEN,5,TOTAL,Dogbo,2000,7.4,514
report,347145,J:\DATA\BWA\HIV_SENTINEL_SURVEY\BWA_HIV_ANC_SENTINEL_SURVEY_2007_REP_Y2017M12D21.PDF,BWA,5,Urban,Gaborone (%),2007,32.2,692
report,347145,J:\DATA\BWA\HIV_SENTINEL_SURVEY\BWA_HIV_ANC_SENTINEL_SURVEY_2007_REP_Y2017M12D21.PDF,BWA,4,Rural,Hukuntsi (%),2007,29.4,101
report,347145,J:\DATA\BWA\HIV_SENTINEL_SURVEY\BWA_HIV_ANC_SENTINEL_SURVEY_2007_REP_Y2017M12D21.PDF,BWA,4,Rural,North East (%),2007,38,245
report,347264,J:\DATA\BWA\HIV_SENTINEL_SURVEY\2003\BWA_HIV_SENTINEL_SURVEY_2003_REP_Y2017M12D21.PDF,BWA,4,Urban,Gaborone (%),1996,31.4,1232
report,347264,J:\DATA\BWA\HIV_SENTINEL_SURVEY\2003\BWA_HIV_SENTINEL_SURVEY_2003_REP_Y2017M12D21.PDF,BWA,5,Rural,Bobirwa district (%),2001,44,149
report,347264,J:\DATA\BWA\HIV_SENTINEL_SURVEY\2003\BWA_HIV_SENTINEL_SURVEY_2003_REP_Y2017M12D21.PDF,BWA,5,Urban,Southern (%),1996,21.8,589
report,347264,J:\DATA\BWA\HIV_SENTINEL_SURVEY\2003\BWA_HIV_SENTINEL_SURVEY_2003_REP_Y2017M12D21.PDF,BWA,2,Urban,Kweneng East (%),1993,13.7,300
report,347264,J:\DATA\BWA\HIV_SENTINEL_SURVEY\2003\BWA_HIV_SENTINEL_SURVEY_2003_REP_Y2017M12D21.PDF,BWA,2,Urban,Kweneng East (%),1995,18.9,300
report,347264,J:\DATA\BWA\HIV_SENTINEL_SURVEY\2003\BWA_HIV_SENTINEL_SURVEY_2003_REP_Y2017M12D21.PDF,BWA,5,Urban,Selebi-Pikwe (%),1996,33.1,331
report,347264,J:\DATA\BWA\HIV_SENTINEL_SURVEY\2003\BWA_HIV_SENTINEL_SURVEY_2003_REP_Y2017M12D21.PDF,BWA,2,Rural,Kgatleng (%),2003,30.6,353
report,347264,J:\DATA\BWA\HIV_SENTINEL_SURVEY\2003\BWA_HIV_SENTINEL_SURVEY_2003_REP_Y2017M12D21.PDF,BWA,4,Rural,North East (%),2002,38.6,196
